"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0499999987156572,0.100000138373725,-0.000679741523337667,1633.2354079544
"2",0.0499999990511887,0.100023982875742,-0.000662536308286062,1755.04717707195
"3",0.049999997740793,0.099999997263516,-0.000674006451653799,1743.46787346202
"4",0.0499999965093,0.100000014551351,-0.000733168243761072,1660.71446428402
"5",0.0902023785526491,0.154503609765443,0,10.8387186075517
"6",0.049999991549147,0.0999999661287073,-0.00067913783158147,1639.11237159667
"7",0.0499999925799273,0.099999996286312,-0.00070268181007314,1702.4609674366
"8",0.0499999978275235,0.100000037700791,-0.000691513512583502,1637.5055330575
"9",0.0834478736380584,0.125830949129962,0.0638501125295154,26.0295461696947
"10",0.0722096358521414,0.105314721541541,0,25.5372795569169
"11",0.049999999709889,0.0999999997685894,-0.000751278996446972,1684.50993996666
"12",0.0499999961830374,0.100000017680239,-0.00071173718641609,1658.71456237018
